Category,Object_Name,Vertex_Count
Biplane,m1139_rm,5000
Biplane,m1141_rm,5000
Biplane,m1143_rm,5000
Biplane,m1144_rm,5000
Biplane,m1146_rm,5000
Bird,D00089_rm,5000
Bird,D00113_rm,5000
Bird,D00164_rm,5000
Bird,D00234_rm,5000
Bird,D00271_rm,5000
Bird,D00284_rm,5000
Bird,D00323_rm,5000
Bird,D00386_rm,5000
Bird,D00438_rm,5000
Bird,D00442_rm,5000
Bird,D00546_rm,5000
Bird,D00599_rm,5000
Bird,D00625_rm,5000
Bird,D00689_rm,5000
Bird,D00736_rm,5000
Bird,D00762_rm,5000
Bird,D00862_rm,5000
Bird,D00922_rm,5000
Bird,D00961_rm,5000
Bird,D00999_rm,5000
Bird,m28_rm,5000
Bird,m29_rm,5000
Bird,m30_rm,5000
Bird,m31_rm,5000
Bird,m32_rm,5000
Bird,m33_rm,5000
Bird,m34_rm,5000
Bird,m35_rm,5000
Bird,m36_rm,5000
Bird,m37_rm,5000
Bird,m38_rm,5000
Bird,m39_rm,5000
Bird,m40_rm,5000
Bird,m41_rm,5000
Bird,m42_rm,5000
Bird,m43_rm,4936
Bird,m44_rm,5000
Bird,m45_rm,5000
Bird,m47_rm,5000
Bird,m48_rm,5000
Bird,m49_rm,5000
Bird,m50_rm,5000
Bird,m51_rm,5000
Bird,m52_rm,5000
Bookset,D01009_rm,5000
Bookset,D01013_rm,5000
Bookset,D01030_rm,5000
Bookset,D01038_rm,5000
Bookset,D01042_rm,5000
Bookset,D01050_rm,5000
Bookset,D01065_rm,5000
Bookset,D01078_rm,5000
Bookset,D01096_rm,5000
Bookset,D01108_rm,5000
Bookset,D01109_rm,5000
Bookset,D01110_rm,4954
Bookset,D01122_rm,5000
Bookset,D01135_rm,5000
Bookset,D01146_rm,5000
Bookset,D01182_rm,5000
Bookset,D01183_rm,5000
Bookset,D01184_rm,5000
Bookset,D01190_rm,5000
Bookset,D01199_rm,5000
Bottle,D00020_rm,5000
Bottle,D00123_rm,5000
Bottle,D00139_rm,5000
Bottle,D00166_rm,5000
Bottle,D00176_rm,5000
Bottle,D00208_rm,5000
Bottle,D00281_rm,5000
Bottle,D00311_rm,5000
Bottle,D00347_rm,5000
Bottle,D00350_rm,5000
Bottle,D00390_rm,5000
Bottle,D00451_rm,5000
Bottle,D00679_rm,5000
Bottle,D00696_rm,5000
Bottle,D00711_rm,5000
Bottle,D00716_rm,5000
Bottle,D00726_rm,5000
Bottle,D00892_rm,5000
Bottle,D00940_rm,5000
Bottle,D00959_rm,5000
Bottle,m482_rm,5000
Bottle,m483_rm,5000
Bottle,m484_rm,5000
Bottle,m485_rm,5000
Bottle,m486_rm,5000
Bottle,m487_rm,5000
Bottle,m488_rm,5000
Bottle,m489_rm,5000
Bottle,m490_rm,5000
Bottle,m491_rm,5000
Bottle,m492_rm,5000
BuildingNonResidential,m382_rm,5000
BuildingNonResidential,m383_rm,5000
BuildingNonResidential,m384_rm,5000
BuildingNonResidential,m385_rm,5000
BuildingNonResidential,m386_rm,5000
BuildingNonResidential,m387_rm,4999
BuildingNonResidential,m389_rm,5000
BuildingNonResidential,m390_rm,5000
BuildingNonResidential,m391_rm,5000
BuildingNonResidential,m392_rm,5000
BuildingNonResidential,m393_rm,5000
BuildingNonResidential,m394_rm,5000
BuildingNonResidential,m395_rm,5000
BuildingNonResidential,m396_rm,5000
BuildingNonResidential,m397_rm,5000
BuildingNonResidential,m398_rm,5000
BuildingNonResidential,m399_rm,5000
BuildingNonResidential,m400_rm,5000
BuildingNonResidential,m401_rm,5000
BuildingNonResidential,m402_rm,5000
BuildingNonResidential,m404_rm,5000
BuildingNonResidential,m405_rm,5000
BuildingNonResidential,m406_rm,5000
BuildingNonResidential,m407_rm,5000
BuildingNonResidential,m408_rm,5000
BuildingNonResidential,m409_rm,5000
BuildingNonResidential,m410_rm,5000
BuildingNonResidential,m412_rm,5000
BuildingNonResidential,m413_rm,5000
BuildingNonResidential,m414_rm,5000
BuildingNonResidential,m415_rm,5000
BuildingNonResidential,m416_rm,5000
BuildingNonResidential,m418_rm,5000
BuildingNonResidential,m420_rm,5000
BuildingNonResidential,m421_rm,5000
BuildingNonResidential,m470_rm,5000
BuildingNonResidential,m471_rm,5000
BuildingNonResidential,m472_rm,5000
BuildingNonResidential,m474_rm,5000
BuildingNonResidential,m475_rm,5000
BuildingNonResidential,m477_rm,5000
BuildingNonResidential,m478_rm,5000
BuildingNonResidential,m479_rm,5000
BuildingNonResidential,m481_rm,5000
Bus,D00084_rm,5000
Bus,D00114_rm,5000
Bus,D00151_rm,5000
Bus,D00179_rm,4592
Bus,D00182_rm,6440
Bus,D00264_rm,5000
Bus,D00411_rm,5000
Bus,D00436_rm,5000
Bus,D00446_rm,5000
Bus,D00448_rm,5000
Bus,D00483_rm,5000
Bus,D00516_rm,5000
Bus,D00677_rm,5000
Bus,D00754_rm,5000
Bus,D00769_rm,5000
Bus,D00775_rm,5000
Bus,D00815_rm,5000
Bus,D00823_rm,5000
Bus,D00832_rm,5000
Bus,D00857_rm,5000
Car,D00168_rm,5000
Car,D00236_rm,9164
Car,D00260_rm,14830
Car,D00265_rm,5000
Car,D00299_rm,5000
Car,D00377_rm,5000
Car,D00405_rm,5000
Car,D00452_rm,5000
Car,D00504_rm,5000
Car,D00541_rm,5000
Car,D00618_rm,5000
Car,D00670_rm,5000
Car,D00671_rm,5000
Car,D00724_rm,5540
Car,D00767_rm,5000
Car,D00785_rm,5000
Car,D00793_rm,5000
Car,D00803_rm,5000
Car,D00865_rm,5000
Car,D00976_rm,5000
Car,m1485_rm,5000
Car,m1486_rm,5000
Car,m1487_rm,5000
Car,m1488_rm,5000
Car,m1489_rm,5000
Car,m1490_rm,5000
Car,m1492_rm,5000
Car,m1495_rm,5000
Car,m1496_rm,5000
Car,m1497_rm,5000
Car,m1498_rm,5000
Car,m1499_rm,5000
Car,m1500_rm,5000
Car,m1502_rm,5000
Car,m1503_rm,5000
Car,m1504_rm,5000
Car,m1505_rm,5000
Car,m1506_rm,5000
Car,m1507_rm,5000
Car,m1508_rm,5000
Car,m1509_rm,4999
Car,m1510_rm,5000
Car,m1511_rm,5000
Car,m1512_rm,5000
Car,m1513_rm,5656
Car,m1514_rm,5000
Car,m1515_rm,5000
Car,m1516_rm,5000
Car,m1517_rm,5000
Car,m1518_rm,5000
Car,m1519_rm,5000
Car,m1521_rm,5000
Car,m1522_rm,5000
Car,m1523_rm,5000
Car,m1524_rm,5000
Car,m1525_rm,5000
Car,m1526_rm,5000
Car,m1527_rm,5000
Car,m1528_rm,5000
Car,m1529_rm,5000
Car,m1530_rm,5000
Car,m1531_rm,5000
Car,m1532_rm,5000
Car,m1533_rm,5000
Car,m1535_rm,5000
Car,m1536_rm,5000
Car,m1538_rm,5000
Car,m1539_rm,5000
Car,m1540_rm,5000
Car,m1542_rm,5000
Car,m1543_rm,5000
Car,m1544_rm,8189
Car,m1545_rm,5000
Car,m1546_rm,5000
Car,m1547_rm,5000
Car,m1548_rm,5000
Car,m1550_rm,5000
Car,m1551_rm,5000
Car,m1552_rm,5000
Car,m1553_rm,5000
Car,m1555_rm,5000
Car,m1556_rm,10553
Car,m1557_rm,5000
Car,m1558_rm,5000
Car,m1559_rm,5000
Car,m1560_rm,5000
Car,m1561_rm,5000
Car,m1562_rm,5000
Car,m1563_rm,5000
Cellphone,D00018_rm,5000
Cellphone,D00032_rm,5000
Cellphone,D00079_rm,5000
Cellphone,D00152_rm,5000
Cellphone,D00192_rm,5000
Cellphone,D00248_rm,5000
Cellphone,D00312_rm,5000
Cellphone,D00327_rm,5000
Cellphone,D00362_rm,5000
Cellphone,D00369_rm,5000
Cellphone,D00440_rm,5000
Cellphone,D00527_rm,5440
Cellphone,D00542_rm,5000
Cellphone,D00554_rm,5000
Cellphone,D00559_rm,4737
Cellphone,D00817_rm,5000
Cellphone,D00848_rm,5000
Cellphone,D00902_rm,5000
Cellphone,D00979_rm,4682
Cellphone,D00997_rm,5000
Chess,D01017_rm,5000
Chess,D01019_rm,5000
Chess,D01021_rm,5000
Chess,D01043_rm,5000
Chess,D01045_rm,5000
Chess,D01049_rm,5000
Chess,D01053_rm,5000
Chess,D01080_rm,5000
Chess,D01081_rm,5000
Chess,D01099_rm,5000
Chess,D01105_rm,5000
Chess,D01112_rm,5000
Chess,D01123_rm,5000
Chess,D01126_rm,5000
Chess,D01130_rm,5000
Chess,D01138_rm,5000
Chess,D01145_rm,5000
Chess,D01171_rm,5000
Chess,D01186_rm,5000
Chess,D01188_rm,5000
Chess,m1589_rm,5000
Chess,m1591_rm,5000
Chess,m1593_rm,5000
Chess,m1595_rm,5000
Chess,m1596_rm,5000
Chess,m1598_rm,5000
Chess,m1599_rm,5000
Chess,m1600_rm,5000
Chess,m1601_rm,5000
Chess,m1602_rm,5000
Chess,m1603_rm,5000
Chess,m1604_rm,5000
Chess,m1605_rm,5000
Chess,m1606_rm,5000
Chess,m1607_rm,5000
Chess,m1608_rm,5000
Chess,m1609_rm,5000
Chess,m1610_rm,5000
Chess,m1611_rm,5000
Chess,m1612_rm,5000
Chess,m1613_rm,5000
Chess,m1614_rm,5000
City,D01001_rm,5510
City,D01007_rm,5000
City,D01010_rm,5000
City,D01018_rm,5000
City,D01039_rm,5000
City,D01056_rm,5000
City,D01066_rm,5000
City,D01068_rm,5000
City,D01079_rm,5000
City,D01090_rm,5000
City,D01091_rm,5000
City,D01092_rm,5000
City,D01101_rm,19223
City,D01103_rm,4894
City,D01124_rm,5000
City,D01133_rm,5000
City,D01173_rm,5000
City,D01181_rm,6268
City,D01192_rm,13072
City,D01195_rm,14052
City,m1652_rm,4898
City,m1654_rm,5000
City,m1659_rm,5000
City,m1660_rm,5000
City,m1661_rm,5000
City,m1662_rm,5000
City,m1664_rm,5000
ClassicPiano,D00005_rm,5000
ClassicPiano,D00009_rm,5000
ClassicPiano,D00034_rm,5000
ClassicPiano,D00092_rm,5000
ClassicPiano,D00120_rm,5000
ClassicPiano,D00190_rm,5000
ClassicPiano,D00233_rm,5000
ClassicPiano,D00254_rm,5000
ClassicPiano,D00279_rm,5000
ClassicPiano,D00305_rm,5000
ClassicPiano,D00314_rm,5000
ClassicPiano,D00561_rm,5000
ClassicPiano,D00579_rm,5000
ClassicPiano,D00605_rm,5000
ClassicPiano,D00784_rm,5000
ClassicPiano,D00789_rm,5000
ClassicPiano,D00811_rm,5000
ClassicPiano,D00845_rm,5000
ClassicPiano,D00967_rm,5000
ClassicPiano,D00983_rm,5000
Computer,D01002_rm,5000
Computer,D01023_rm,5000
Computer,D01026_rm,5000
Computer,D01028_rm,5000
Computer,D01033_rm,5000
Computer,D01037_rm,5000
Computer,D01067_rm,5000
Computer,D01070_rm,5000
Computer,D01071_rm,5000
Computer,D01072_rm,5000
Computer,D01073_rm,5000
Computer,D01082_rm,5000
Computer,D01085_rm,5000
Computer,D01098_rm,5000
Computer,D01100_rm,5000
Computer,D01102_rm,5000
Computer,D01115_rm,5000
Computer,D01128_rm,5000
Computer,D01164_rm,5000
Computer,D01185_rm,5000
Computer,m1764_rm,5000
Computer,m1765_rm,5000
Computer,m1766_rm,5000
Computer,m1767_rm,5000
Computer,m1769_rm,5000
Computer,m1770_rm,5000
Computer,m1772_rm,5000
Computer,m1773_rm,5000
Computer,m1774_rm,5000
Computer,m1775_rm,5000
Computer,m1776_rm,5000
Computer,m1777_rm,5000
Computer,m1778_rm,5000
ComputerKeyboard,D00116_rm,5000
ComputerKeyboard,D00127_rm,5000
ComputerKeyboard,D00197_rm,5000
ComputerKeyboard,D00278_rm,5000
ComputerKeyboard,D00360_rm,5000
ComputerKeyboard,D00382_rm,5000
ComputerKeyboard,D00420_rm,5000
ComputerKeyboard,D00493_rm,5000
ComputerKeyboard,D00525_rm,7639
ComputerKeyboard,D00569_rm,5000
ComputerKeyboard,D00597_rm,5000
ComputerKeyboard,D00600_rm,5000
ComputerKeyboard,D00627_rm,5000
ComputerKeyboard,D00654_rm,5000
ComputerKeyboard,D00673_rm,5000
ComputerKeyboard,D00676_rm,5000
ComputerKeyboard,D00692_rm,5000
ComputerKeyboard,D00805_rm,5000
ComputerKeyboard,D00905_rm,5000
ComputerKeyboard,D00990_rm,5000
Cup,D00035_rm,5000
Cup,D00067_rm,5000
Cup,D00174_rm,5000
Cup,D00206_rm,5000
Cup,D00214_rm,5000
Cup,D00270_rm,5000
Cup,D00328_rm,5000
Cup,D00355_rm,5000
Cup,D00363_rm,5000
Cup,D00457_rm,5000
Cup,D00463_rm,5000
Cup,D00519_rm,5000
Cup,D00550_rm,5000
Cup,D00587_rm,5000
Cup,D00638_rm,5000
Cup,D00642_rm,5000
Cup,D00738_rm,5000
Cup,D00843_rm,5000
Cup,D00874_rm,5000
Cup,D00882_rm,5000
Cup,m494_rm,5000
Cup,m495_rm,5000
Cup,m496_rm,5000
Cup,m497_rm,5000
Cup,m498_rm,5000
Cup,m499_rm,5000
Cup,m500_rm,5000
Cup,m501_rm,5000
Cup,m502_rm,5000
Cup,m526_rm,5000
DeskLamp,D00048_rm,5000
DeskLamp,D00090_rm,5000
DeskLamp,D00147_rm,5000
DeskLamp,D00257_rm,5000
DeskLamp,D00268_rm,5000
DeskLamp,D00330_rm,5000
DeskLamp,D00378_rm,5000
DeskLamp,D00435_rm,5000
DeskLamp,D00455_rm,5000
DeskLamp,D00531_rm,5000
DeskLamp,D00547_rm,5000
DeskLamp,D00686_rm,5000
DeskLamp,D00693_rm,5000
DeskLamp,D00698_rm,1469
DeskLamp,D00715_rm,5000
DeskLamp,D00744_rm,5176
DeskLamp,D00759_rm,5000
DeskLamp,D00776_rm,5000
DeskLamp,D00797_rm,5000
DeskLamp,D00912_rm,5000
DeskLamp,m603_rm,5000
DeskLamp,m604_rm,5000
DeskLamp,m605_rm,5000
DeskLamp,m606_rm,5000
DeskLamp,m608_rm,5000
DeskLamp,m609_rm,5000
DeskLamp,m611_rm,5000
DeskLamp,m613_rm,5000
DeskLamp,m614_rm,4996
DeskLamp,m615_rm,5000
DeskLamp,m616_rm,5000
DeskPhone,D00118_rm,5000
DeskPhone,D00135_rm,5000
DeskPhone,D00154_rm,5000
DeskPhone,D00220_rm,5000
DeskPhone,D00316_rm,5000
DeskPhone,D00318_rm,5000
DeskPhone,D00403_rm,5000
DeskPhone,D00486_rm,5000
DeskPhone,D00511_rm,5000
DeskPhone,D00556_rm,5000
DeskPhone,D00576_rm,5000
DeskPhone,D00680_rm,5000
DeskPhone,D00706_rm,34515
DeskPhone,D00773_rm,5000
DeskPhone,D00829_rm,5000
DeskPhone,D00894_rm,5000
DeskPhone,D00897_rm,5000
DeskPhone,D00899_rm,5000
DeskPhone,D00957_rm,5000
DeskPhone,D00958_rm,6680
Door,D01005_rm,5000
Door,D01029_rm,5000
Door,D01052_rm,5000
Door,D01058_rm,5000
Door,D01062_rm,5000
Door,D01076_rm,13753
Door,D01104_rm,5000
Door,D01114_rm,5000
Door,D01121_rm,5000
Door,D01129_rm,5000
Door,D01136_rm,5000
Door,D01139_rm,5000
Door,D01141_rm,5000
Door,D01143_rm,5000
Door,D01144_rm,5000
Door,D01155_rm,5000
Door,D01158_rm,4996
Door,D01167_rm,5000
Door,D01177_rm,5000
Door,D01194_rm,5000
Door,m1707_rm,5000
Door,m1708_rm,5000
Door,m1710_rm,5000
Door,m1711_rm,5000
Door,m1712_rm,13834
Door,m1713_rm,5000
Door,m1714_rm,5000
Door,m1715_rm,5000
Door,m1716_rm,5000
Door,m1717_rm,5000
Door,m1718_rm,5000
Door,m1720_rm,5000
Door,m1721_rm,4995
Door,m1722_rm,5000
Door,m1723_rm,5000
Door,m1724_rm,5000
Door,m1725_rm,4948
Door,m1726_rm,5000
Door,m1727_rm,5000
Door,m1728_rm,5000
Door,m1729_rm,5000
Door,m1730_rm,5000
Door,m1731_rm,10636
Door,m1732_rm,5000
Drum,D00026_rm,5000
Drum,D00063_rm,5000
Drum,D00115_rm,5000
Drum,D00163_rm,5395
Drum,D00189_rm,5000
Drum,D00193_rm,5000
Drum,D00297_rm,5000
Drum,D00298_rm,5000
Drum,D00308_rm,5000
Drum,D00375_rm,5000
Drum,D00383_rm,5000
Drum,D00404_rm,5000
Drum,D00551_rm,5000
Drum,D00557_rm,5000
Drum,D00596_rm,5000
Drum,D00709_rm,5000
Drum,D00939_rm,5000
Drum,D00951_rm,5000
Drum,D00980_rm,5000
Drum,D00982_rm,5000
Fish,D00012_rm,5000
Fish,D00022_rm,5000
Fish,D00024_rm,5000
Fish,D00030_rm,5000
Fish,D00142_rm,5000
Fish,D00165_rm,5000
Fish,D00251_rm,5000
Fish,D00293_rm,5000
Fish,D00351_rm,5000
Fish,D00398_rm,5000
Fish,D00450_rm,5000
Fish,D00535_rm,5000
Fish,D00633_rm,5000
Fish,D00636_rm,5000
Fish,D00643_rm,5000
Fish,D00682_rm,5000
Fish,D00748_rm,5000
Fish,D00763_rm,5000
Fish,D00850_rm,5000
Fish,D00950_rm,5000
FloorLamp,D00028_rm,5000
FloorLamp,D00093_rm,5000
FloorLamp,D00186_rm,5000
FloorLamp,D00211_rm,5000
FloorLamp,D00228_rm,5000
FloorLamp,D00388_rm,5000
FloorLamp,D00400_rm,5000
FloorLamp,D00408_rm,5000
FloorLamp,D00447_rm,5000
FloorLamp,D00495_rm,5000
FloorLamp,D00563_rm,5000
FloorLamp,D00580_rm,5000
FloorLamp,D00740_rm,5000
FloorLamp,D00856_rm,5000
FloorLamp,D00875_rm,5000
FloorLamp,D00876_rm,5000
FloorLamp,D00888_rm,5000
FloorLamp,D00924_rm,5000
FloorLamp,D00955_rm,5000
FloorLamp,D00981_rm,5000
FloorLamp,m617_rm,5000
FloorLamp,m618_rm,5000
FloorLamp,m619_rm,5000
FloorLamp,m620_rm,5000
FloorLamp,m621_rm,5000
FloorLamp,m622_rm,5000
FloorLamp,m623_rm,5000
FloorLamp,m624_rm,5000
Glasses,D00050_rm,5000
Glasses,D00201_rm,5000
Glasses,D00225_rm,5000
Glasses,D00432_rm,5000
Glasses,D00475_rm,5000
Glasses,D00507_rm,5000
Glasses,D00560_rm,5000
Glasses,D00575_rm,5000
Glasses,D00630_rm,5000
Glasses,D00640_rm,5000
Glasses,D00656_rm,5000
Glasses,D00660_rm,5000
Glasses,D00717_rm,5000
Glasses,D00730_rm,5000
Glasses,D00813_rm,5000
Glasses,D00816_rm,5000
Glasses,D00877_rm,5000
Glasses,D00883_rm,5000
Glasses,D00937_rm,5000
Glasses,D00994_rm,5000
Guitar,D00023_rm,5000
Guitar,D00041_rm,5000
Guitar,D00076_rm,5000
Guitar,D00097_rm,5000
Guitar,D00124_rm,5000
Guitar,D00222_rm,5000
Guitar,D00232_rm,5000
Guitar,D00335_rm,5000
Guitar,D00374_rm,5000
Guitar,D00414_rm,5000
Guitar,D00416_rm,5000
Guitar,D00461_rm,5000
Guitar,D00464_rm,5000
Guitar,D00494_rm,5000
Guitar,D00534_rm,5000
Guitar,D00549_rm,5000
Guitar,D00645_rm,5000
Guitar,D00655_rm,5000
Guitar,D00844_rm,5000
Guitar,D00849_rm,5000
Gun,D00103_rm,5000
Gun,D00137_rm,5000
Gun,D00140_rm,5000
Gun,D00153_rm,5000
Gun,D00161_rm,5000
Gun,D00204_rm,5000
Gun,D00207_rm,5000
Gun,D00209_rm,5000
Gun,D00239_rm,5000
Gun,D00244_rm,5000
Gun,D00282_rm,5000
Gun,D00368_rm,5000
Gun,D00425_rm,5000
Gun,D00477_rm,5000
Gun,D00606_rm,5000
Gun,D00802_rm,5000
Gun,D00819_rm,5000
Gun,D00826_rm,5000
Gun,D00929_rm,5000
Gun,D00972_rm,5000
Gun,m648_rm,5000
Gun,m649_rm,5000
Gun,m650_rm,5000
Gun,m651_rm,5000
Gun,m652_rm,5000
Gun,m653_rm,5000
Gun,m654_rm,5000
Gun,m655_rm,5000
Gun,m656_rm,5000
Gun,m657_rm,5000
Gun,m658_rm,5000
Gun,m659_rm,5000
Gun,m660_rm,5000
Gun,m661_rm,5000
Gun,m662_rm,5000
Gun,m663_rm,5000
Gun,m664_rm,5000
Gun,m665_rm,5000
Gun,m666_rm,5000
Gun,m667_rm,5000
Gun,m668_rm,5000
Gun,m669_rm,5000
Gun,m670_rm,5000
Gun,m671_rm,5000
Gun,m672_rm,5000
Gun,m674_rm,5000
Gun,m675_rm,5000
Gun,m676_rm,5000
Gun,m677_rm,5000
Gun,m678_rm,5000
Gun,m679_rm,5000
Gun,m680_rm,5000
Gun,m681_rm,5000
Gun,m682_rm,5000
Gun,m683_rm,5000
Gun,m684_rm,5000
Gun,m685_rm,5000
Gun,m686_rm,5000
Hand,D01006_rm,5000
Hand,D01020_rm,5000
Hand,D01022_rm,5000
Hand,D01024_rm,5000
Hand,D01041_rm,5000
Hand,D01060_rm,5000
Hand,D01074_rm,5000
Hand,D01093_rm,5000
Hand,D01097_rm,5000
Hand,D01106_rm,5000
Hand,D01117_rm,5000
Hand,D01118_rm,5000
Hand,D01153_rm,5000
Hand,D01162_rm,5000
Hand,D01170_rm,5000
Hand,D01172_rm,5000
Hand,D01193_rm,5000
Hand,D01197_rm,5000
Hand,D01198_rm,5000
Hand,D01200_rm,5000
Hand,m323_rm,5000
Hand,m324_rm,5000
Hand,m325_rm,5000
Hand,m326_rm,5000
Hand,m327_rm,5000
Hand,m328_rm,5000
Hand,m329_rm,5000
Hand,m330_rm,5000
Hand,m331_rm,5000
Hand,m332_rm,5000
Hand,m333_rm,5000
Hand,m334_rm,5000
Hand,m335_rm,5000
Hand,m336_rm,5000
Hand,m337_rm,5000
Hand,m338_rm,5000
Hand,m339_rm,5000
Hat,m1627_rm,5000
Hat,m1628_rm,5000
Hat,m1629_rm,5000
Hat,m1630_rm,5000
Hat,m1631_rm,5000
Hat,m1632_rm,5000
Hat,m1633_rm,5000
Hat,m1634_rm,5000
Hat,m1635_rm,5000
Hat,m1636_rm,5000
Hat,m1637_rm,5000
Hat,m1638_rm,4994
Hat,m1639_rm,5000
Hat,m1640_rm,5000
Hat,m1641_rm,5000
Helicopter,D00038_rm,5000
Helicopter,D00191_rm,5000
Helicopter,D00361_rm,5000
Helicopter,D00397_rm,5000
Helicopter,D00423_rm,5000
Helicopter,D00470_rm,5000
Helicopter,D00471_rm,5000
Helicopter,D00473_rm,5000
Helicopter,D00498_rm,4876
Helicopter,D00500_rm,5000
Helicopter,D00502_rm,5000
Helicopter,D00644_rm,5000
Helicopter,D00658_rm,5000
Helicopter,D00751_rm,5000
Helicopter,D00796_rm,5000
Helicopter,D00820_rm,5000
Helicopter,D00868_rm,5000
Helicopter,D00977_rm,5000
