query_label,query_category,metric,weights_map,retrieved_cat_rank_1,retrieved_cat_rank_2,retrieved_cat_rank_3,retrieved_cat_rank_4,retrieved_cat_rank_5,retrieved_cat_rank_6,retrieved_cat_rank_7,retrieved_cat_rank_8,retrieved_cat_rank_9,retrieved_cat_rank_10,retrieved_cat_rank_11,retrieved_cat_rank_12,retrieved_cat_rank_13,retrieved_cat_rank_14,retrieved_cat_rank_15,retrieved_cat_rank_16,retrieved_cat_rank_17,retrieved_cat_rank_18,retrieved_cat_rank_19,retrieved_cat_rank_20,retrieved_cat_rank_21,retrieved_cat_rank_22,retrieved_cat_rank_23,retrieved_cat_rank_24,retrieved_cat_rank_25,retrieved_cat_rank_26,retrieved_cat_rank_27,retrieved_cat_rank_28,retrieved_cat_rank_29,retrieved_cat_rank_30,retrieved_cat_rank_31,retrieved_cat_rank_32,retrieved_cat_rank_33,retrieved_cat_rank_34,retrieved_cat_rank_35,retrieved_cat_rank_36,retrieved_cat_rank_37,retrieved_cat_rank_38,retrieved_cat_rank_39,retrieved_cat_rank_40,retrieved_cat_rank_41,retrieved_cat_rank_42,retrieved_cat_rank_43,retrieved_cat_rank_44,retrieved_cat_rank_45,retrieved_cat_rank_46,retrieved_cat_rank_47,retrieved_cat_rank_48,retrieved_cat_rank_49,retrieved_cat_rank_50,retrieved_cat_rank_51,retrieved_cat_rank_52,retrieved_cat_rank_53,retrieved_cat_rank_54,retrieved_cat_rank_55,retrieved_cat_rank_56,retrieved_cat_rank_57,retrieved_cat_rank_58,retrieved_cat_rank_59,retrieved_cat_rank_60,retrieved_cat_rank_61,retrieved_cat_rank_62,retrieved_cat_rank_63,retrieved_cat_rank_64,retrieved_cat_rank_65,retrieved_cat_rank_66,retrieved_cat_rank_67,retrieved_cat_rank_68,retrieved_cat_rank_69,retrieved_cat_rank_70,retrieved_cat_rank_71,retrieved_cat_rank_72,retrieved_cat_rank_73,retrieved_cat_rank_74,retrieved_cat_rank_75,retrieved_cat_rank_76,retrieved_cat_rank_77,retrieved_cat_rank_78,retrieved_cat_rank_79,retrieved_cat_rank_80,retrieved_cat_rank_81,retrieved_cat_rank_82,retrieved_cat_rank_83,retrieved_cat_rank_84,retrieved_cat_rank_85,retrieved_cat_rank_86,retrieved_cat_rank_87,retrieved_cat_rank_88,retrieved_cat_rank_89,retrieved_cat_rank_90,retrieved_cat_rank_91,retrieved_cat_rank_92,retrieved_cat_rank_93,retrieved_cat_rank_94,retrieved_cat_rank_95,retrieved_cat_rank_96,retrieved_cat_rank_97,retrieved_cat_rank_98,retrieved_cat_rank_99,retrieved_cat_rank_100,retrieved_cat_rank_101,retrieved_cat_rank_102,retrieved_cat_rank_103,retrieved_cat_rank_104,retrieved_cat_rank_105,retrieved_cat_rank_106,retrieved_cat_rank_107,retrieved_cat_rank_108,retrieved_cat_rank_109,retrieved_cat_rank_110,retrieved_cat_rank_111,retrieved_cat_rank_112,retrieved_cat_rank_113,retrieved_cat_rank_114,retrieved_cat_rank_115,retrieved_cat_rank_116,retrieved_cat_rank_117,retrieved_cat_rank_118,retrieved_cat_rank_119,retrieved_cat_rank_120,retrieved_cat_rank_121,retrieved_cat_rank_122,retrieved_cat_rank_123,retrieved_cat_rank_124,retrieved_cat_rank_125,retrieved_cat_rank_126,retrieved_cat_rank_127,retrieved_cat_rank_128,retrieved_cat_rank_129,retrieved_cat_rank_130,retrieved_cat_rank_131,retrieved_cat_rank_132,retrieved_cat_rank_133,retrieved_cat_rank_134,retrieved_cat_rank_135,retrieved_cat_rank_136,retrieved_cat_rank_137,retrieved_cat_rank_138,retrieved_cat_rank_139,retrieved_cat_rank_140,retrieved_cat_rank_141,retrieved_cat_rank_142
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,euclidean,unweighted,AircraftBuoyant,Ship,Bottle,Hand,Bird,BuildingNonResidential,Hand,Car,Car,Tree,Hand,Fish,AquaticAnimal,Hand,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,euclidean_flat,unweighted,Hand,Bottle,Ship,AircraftBuoyant,BuildingNonResidential,Hand,Bird,FloorLamp,AquaticAnimal,Tree,Fish,Fish,Hand,Bird,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,manhattan,unweighted,AircraftBuoyant,Hand,Bottle,FloorLamp,BuildingNonResidential,Bird,Ship,Hand,Hand,MilitaryVehicle,Fish,Bottle,Fish,MilitaryVehicle,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,manhattan+chi-squared,unweighted,AircraftBuoyant,Bottle,TruckNonContainer,AquaticAnimal,FloorLamp,Spoon,Hand,Ship,Hand,Fish,Tree,BuildingNonResidential,Hand,Bottle,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,manhattan+emd,unweighted,AircraftBuoyant,Hand,Humanoid,MilitaryVehicle,WheelChair,FloorLamp,Insect,WheelChair,MilitaryVehicle,Insect,Hand,Bird,BuildingNonResidential,House,PlantIndoors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,unweighted,FloorLamp,Musical_Instrument,Quadruped,BuildingNonResidential,Spoon,FloorLamp,NonWheelChair,Cellphone,Guitar,MilitaryVehicle,AquaticAnimal,DeskLamp,Tree,Tree,DeskPhone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1341_rm.obj,AircraftBuoyant,knn,unweighted,Hand,Bottle,Ship,AircraftBuoyant,BuildingNonResidential,Hand,Bird,FloorLamp,AquaticAnimal,Tree,Fish,Fish,Hand,Bird,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,euclidean,unweighted,Hat,HumanHead,Hat,Vase,Mug,HumanHead,HumanHead,Computer,Mug,HumanHead,AircraftBuoyant,House,Computer,Vase,Computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,euclidean_flat,unweighted,Hat,HumanHead,Mug,Vase,Computer,Hat,HumanHead,HumanHead,Mug,Drum,Vase,HumanHead,PianoBoard,Computer,Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,manhattan,unweighted,HumanHead,Hat,Hat,Mug,HumanHead,HumanHead,Vase,Mug,HumanHead,House,Computer,Cup,Hat,Bookset,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,manhattan+chi-squared,unweighted,Hat,HumanHead,Hat,Vase,Mug,Computer,HumanHead,HumanHead,Mug,HumanHead,Vase,House,Computer,Computer,AircraftBuoyant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,manhattan+emd,unweighted,HumanHead,Mug,Hat,HumanHead,Vase,Mug,HumanHead,Cup,HumanHead,Hat,Hat,Mug,HumanHead,AircraftBuoyant,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,unweighted,Hat,HumanHead,HumanHead,Mug,HumanHead,Hat,Computer,House,Computer,Mug,HumanHead,Vase,Vase,Bookset,Bookset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1343_rm.obj,AircraftBuoyant,knn,unweighted,Hat,HumanHead,Mug,Vase,Computer,Hat,HumanHead,HumanHead,Mug,Drum,Vase,HumanHead,PianoBoard,Computer,Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,euclidean,unweighted,AircraftBuoyant,Drum,Drum,Vase,Drum,Vase,Drum,Drum,Vase,House,Vase,Mug,BuildingNonResidential,Monitor,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,euclidean_flat,unweighted,AircraftBuoyant,Drum,Drum,Vase,Vase,Drum,Drum,Drum,Vase,House,BuildingNonResidential,Mug,Monitor,Vase,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan,unweighted,AircraftBuoyant,Drum,Drum,Vase,Drum,Vase,Vase,Drum,Drum,Vase,House,Mug,Monitor,BuildingNonResidential,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan+chi-squared,unweighted,AircraftBuoyant,Drum,Drum,Vase,Drum,Vase,Drum,Drum,Vase,House,Vase,Mug,BuildingNonResidential,Monitor,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan+emd,unweighted,AircraftBuoyant,Drum,Vase,Drum,Vase,Drum,Vase,Drum,House,Vase,Drum,Mug,Monitor,BuildingNonResidential,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,unweighted,AircraftBuoyant,Vase,Drum,Drum,Vase,Drum,Drum,Vase,House,Drum,Vase,BuildingNonResidential,Mug,Monitor,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1337_rm.obj,AircraftBuoyant,knn,unweighted,AircraftBuoyant,Drum,Drum,Vase,Vase,Drum,Drum,Drum,Vase,House,BuildingNonResidential,Mug,Monitor,Vase,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
