category,object_name,x,y
Bird,D00762_rm.obj,-8.114763259887695,25.20694351196289
Bird,D00862_rm.obj,-68.47599029541016,16.14883041381836
Bird,D00961_rm.obj,-83.23684692382812,-0.2124537229537964
Bird,D00922_rm.obj,-6.9262309074401855,25.820859909057617
Bird,D00999_rm.obj,-87.35040283203125,-4.153526782989502
Bird,m28_rm.obj,4.392131328582764,51.09376907348633
Bird,m29_rm.obj,-53.63972473144531,-7.959694862365723
Bird,m31_rm.obj,46.17681884765625,15.217888832092285
Bird,m30_rm.obj,-47.85418701171875,-11.999845504760742
Bird,m32_rm.obj,-1.5790003538131714,44.996971130371094
Bird,m33_rm.obj,25.08138656616211,56.22450637817383
Bird,m34_rm.obj,-58.773216247558594,33.106239318847656
Bird,m35_rm.obj,101.93668365478516,9.273733139038086
Bird,m37_rm.obj,-7.067054271697998,25.7906494140625
Bird,m36_rm.obj,39.418392181396484,61.6810417175293
Bird,m38_rm.obj,-87.33580017089844,-4.0804972648620605
Bird,m39_rm.obj,-37.79422378540039,40.45520782470703
Bird,m41_rm.obj,-83.73040008544922,-1.065231204032898
Bird,m40_rm.obj,-72.06098937988281,-18.212783813476562
Bird,m42_rm.obj,-91.97095489501953,19.19091033935547
Bird,m43_rm.obj,-78.27767181396484,21.801076889038086
Bird,m44_rm.obj,-72.1413803100586,5.542995452880859
Bird,m45_rm.obj,-51.021339416503906,13.595121383666992
Bird,m47_rm.obj,-77.29884338378906,20.596473693847656
Bird,m48_rm.obj,49.143741607666016,22.757844924926758
Bird,m50_rm.obj,48.52183151245117,23.115066528320312
Bird,m49_rm.obj,113.366455078125,17.870079040527344
Bird,m52_rm.obj,48.2471923828125,55.124473571777344
Bird,m51_rm.obj,48.31305694580078,24.376117706298828
Bookset,D01009_rm.obj,114.87732696533203,-9.418828010559082
Bookset,D01013_rm.obj,75.22698974609375,38.720123291015625
Bookset,D01030_rm.obj,78.12478637695312,42.161468505859375
Bookset,D01038_rm.obj,-3.387803077697754,-2.8315300941467285
Bookset,D01050_rm.obj,107.17257690429688,9.339701652526855
Bookset,D01065_rm.obj,75.5057144165039,38.646663665771484
Bookset,D01042_rm.obj,52.987186431884766,57.71598815917969
Bookset,D01078_rm.obj,78.52942657470703,-4.469215393066406
Bookset,D01096_rm.obj,76.67636108398438,37.13379669189453
Bookset,D01108_rm.obj,77.41725158691406,-4.641280651092529
Bookset,D01109_rm.obj,108.51482391357422,8.37765121459961
Bookset,D01110_rm.obj,95.35506439208984,30.67215919494629
Bookset,D01146_rm.obj,95.69252014160156,30.12175941467285
Bookset,D01135_rm.obj,55.40492630004883,-10.114751815795898
Bookset,D01122_rm.obj,93.37220001220703,32.12166976928711
Bookset,D01182_rm.obj,77.26847839355469,41.90122985839844
Bookset,D01183_rm.obj,114.14762115478516,-10.637601852416992
Bookset,D01184_rm.obj,110.58621978759766,-9.07393741607666
Bookset,D01199_rm.obj,77.31636047363281,40.901519775390625
Bookset,D01190_rm.obj,-2.0252490043640137,-5.552859306335449
Bottle,D00020_rm.obj,-16.769145965576172,-19.07611083984375
Bottle,D00123_rm.obj,-28.4001407623291,-20.162050247192383
Bottle,D00139_rm.obj,-37.640220642089844,-20.618465423583984
Bottle,D00176_rm.obj,19.298124313354492,2.694377899169922
Bottle,D00166_rm.obj,45.77735137939453,12.700674057006836
Bottle,D00208_rm.obj,-9.868864059448242,-14.691088676452637
Bottle,D00281_rm.obj,-9.779150009155273,-14.539898872375488
Bottle,D00311_rm.obj,47.817405700683594,5.81864070892334
Bottle,D00347_rm.obj,-9.917806625366211,-6.015897750854492
Bottle,D00350_rm.obj,-14.780380249023438,-20.536415100097656
Bottle,D00451_rm.obj,45.660919189453125,24.100780487060547
Bottle,D00390_rm.obj,92.12867736816406,40.5173454284668
Bottle,D00696_rm.obj,-20.177047729492188,-20.57517433166504
Bottle,D00679_rm.obj,18.635282516479492,2.3918910026550293
Bottle,D00716_rm.obj,9.498651504516602,-9.635735511779785
Bottle,D00711_rm.obj,51.2510871887207,5.318301200866699
Bottle,D00726_rm.obj,35.16032409667969,-10.392969131469727
Bottle,D00892_rm.obj,-20.71891212463379,-21.14517593383789
Bottle,D00940_rm.obj,53.979705810546875,1.7692493200302124
Bottle,D00959_rm.obj,-29.37071418762207,-19.68222427368164
Bottle,m482_rm.obj,16.368349075317383,-30.086650848388672
Bottle,m484_rm.obj,-10.663392066955566,-15.552309036254883
Bottle,m483_rm.obj,-12.884495735168457,-20.799036026000977
Bottle,m485_rm.obj,17.642486572265625,-30.57162857055664
Bottle,m486_rm.obj,15.780193328857422,-29.84136199951172
Bottle,m487_rm.obj,17.60811996459961,-31.18282699584961
Bottle,m488_rm.obj,47.09900665283203,5.972981929779053
Bottle,m489_rm.obj,21.94940185546875,5.8913373947143555
Bottle,m491_rm.obj,52.420989990234375,4.968304634094238
Bottle,m490_rm.obj,29.27475357055664,3.4848809242248535
Bottle,m492_rm.obj,-14.701194763183594,-19.20170783996582
BuildingNonResidential,m382_rm.obj,120.00279235839844,-5.114453315734863
BuildingNonResidential,m383_rm.obj,54.640281677246094,56.90830612182617
BuildingNonResidential,m385_rm.obj,68.58148956298828,46.517696380615234
BuildingNonResidential,m384_rm.obj,-15.975869178771973,28.63454246520996
BuildingNonResidential,m386_rm.obj,129.64511108398438,-17.614778518676758
BuildingNonResidential,m387_rm.obj,99.8829345703125,-27.389917373657227
BuildingNonResidential,m389_rm.obj,99.08297729492188,33.75717544555664
BuildingNonResidential,m390_rm.obj,112.81523132324219,-7.193657875061035
BuildingNonResidential,m391_rm.obj,84.5077896118164,40.62568283081055
BuildingNonResidential,m393_rm.obj,108.19195556640625,12.658398628234863
BuildingNonResidential,m392_rm.obj,44.73226547241211,32.6284065246582
BuildingNonResidential,m395_rm.obj,130.20811462402344,-13.016329765319824
BuildingNonResidential,m394_rm.obj,131.31967163085938,-13.90523910522461
BuildingNonResidential,m396_rm.obj,122.88147735595703,2.9551727771759033
BuildingNonResidential,m397_rm.obj,124.59913635253906,3.676633834838867
BuildingNonResidential,m398_rm.obj,70.659912109375,39.051387786865234
BuildingNonResidential,m399_rm.obj,28.538877487182617,56.94630432128906
BuildingNonResidential,m400_rm.obj,107.6887435913086,14.905539512634277
BuildingNonResidential,m402_rm.obj,51.37268829345703,60.59597396850586
BuildingNonResidential,m401_rm.obj,63.44192123413086,21.009929656982422
BuildingNonResidential,m404_rm.obj,4.899521350860596,51.555233001708984
BuildingNonResidential,m405_rm.obj,108.77425384521484,15.503156661987305
BuildingNonResidential,m406_rm.obj,60.48512268066406,54.238948822021484
BuildingNonResidential,m407_rm.obj,110.76652526855469,20.828439712524414
BuildingNonResidential,m408_rm.obj,77.0685043334961,35.98947525024414
BuildingNonResidential,m409_rm.obj,6.656182765960693,-13.544557571411133
BuildingNonResidential,m410_rm.obj,65.02922058105469,38.02577209472656
BuildingNonResidential,m412_rm.obj,-56.7900505065918,14.165216445922852
BuildingNonResidential,m413_rm.obj,124.98405456542969,-12.870078086853027
BuildingNonResidential,m414_rm.obj,119.13013458251953,7.421017646789551
BuildingNonResidential,m415_rm.obj,52.53590774536133,59.37650680541992
BuildingNonResidential,m416_rm.obj,43.00244903564453,15.792860984802246
BuildingNonResidential,m418_rm.obj,123.6871109008789,-13.415589332580566
BuildingNonResidential,m421_rm.obj,57.52550506591797,-0.8170710206031799
BuildingNonResidential,m420_rm.obj,85.31398010253906,29.733936309814453
BuildingNonResidential,m470_rm.obj,-33.13301467895508,46.111392974853516
BuildingNonResidential,m471_rm.obj,-51.97405242919922,-42.735355377197266
BuildingNonResidential,m472_rm.obj,11.650754928588867,-23.294809341430664
BuildingNonResidential,m474_rm.obj,41.2359619140625,44.93098831176758
BuildingNonResidential,m475_rm.obj,-13.521109580993652,24.011192321777344
BuildingNonResidential,m477_rm.obj,-15.97219467163086,3.836667776107788
BuildingNonResidential,m478_rm.obj,-26.74704360961914,0.8999173045158386
BuildingNonResidential,m481_rm.obj,-15.076262474060059,24.186586380004883
BuildingNonResidential,m479_rm.obj,4.294674873352051,-5.63290548324585
Bus,D00084_rm.obj,21.735368728637695,-30.841381072998047
Bus,D00114_rm.obj,55.403968811035156,-8.63545036315918
Bus,D00151_rm.obj,-43.76048278808594,-42.483219146728516
Bus,D00179_rm.obj,23.19631004333496,-27.237300872802734
Bus,D00182_rm.obj,-90.9461669921875,32.868431091308594
Bus,D00411_rm.obj,22.726747512817383,-26.301082611083984
Bus,D00264_rm.obj,22.436538696289062,-28.75817108154297
Bus,D00446_rm.obj,-26.144058227539062,-23.492874145507812
Bus,D00436_rm.obj,33.676483154296875,0.18982970714569092
Bus,D00448_rm.obj,31.30512809753418,-17.526611328125
Bus,D00483_rm.obj,44.025760650634766,-6.863826274871826
Bus,D00516_rm.obj,34.74885177612305,-9.061019897460938
Bus,D00677_rm.obj,41.375492095947266,15.504708290100098
Bus,D00754_rm.obj,25.126611709594727,-28.847631454467773
Bus,D00769_rm.obj,32.84590148925781,-24.701059341430664
Bus,D00775_rm.obj,33.49842834472656,-8.482312202453613
Bus,D00823_rm.obj,-4.098508834838867,-9.13465404510498
Bus,D00815_rm.obj,21.2591552734375,-27.324201583862305
Bus,D00832_rm.obj,49.41497802734375,0.34242725372314453
Bus,D00857_rm.obj,22.20184326171875,-27.715845108032227
Car,D00168_rm.obj,28.247360229492188,-19.092470169067383
Car,D00236_rm.obj,-148.12460327148438,-18.37237548828125
Car,D00265_rm.obj,34.4644660949707,-3.6244544982910156
Car,D00377_rm.obj,39.13563919067383,-14.708402633666992
Car,D00299_rm.obj,84.08171081542969,30.245864868164062
Car,D00405_rm.obj,57.28006362915039,3.6375038623809814
Car,D00452_rm.obj,52.025726318359375,-11.066859245300293
Car,D00504_rm.obj,42.91756057739258,-11.16761302947998
Car,D00541_rm.obj,41.198486328125,19.858871459960938
Car,D00670_rm.obj,31.36024284362793,-4.776871681213379
Car,D00618_rm.obj,28.869626998901367,-6.246756553649902
Car,D00671_rm.obj,25.855684280395508,-1.0479377508163452
Car,D00724_rm.obj,45.7375602722168,19.140228271484375
Car,D00785_rm.obj,48.39881134033203,-0.1072663813829422
Car,D00767_rm.obj,47.7479362487793,-2.2083654403686523
Car,D00793_rm.obj,39.76347732543945,-2.9824976921081543
Car,D00865_rm.obj,36.27016830444336,-0.514518678188324
Car,D00803_rm.obj,22.370800018310547,-31.516986846923828
Car,D00976_rm.obj,44.59833526611328,17.03242301940918
Car,m1485_rm.obj,56.16482925415039,3.775233030319214
Car,m1487_rm.obj,58.114322662353516,0.38567879796028137
Car,m1486_rm.obj,48.21839141845703,0.12267355620861053
Car,m1488_rm.obj,58.708431243896484,1.179503083229065
Car,m1490_rm.obj,53.94700622558594,-3.8830931186676025
Car,m1492_rm.obj,34.38627624511719,35.12381362915039
Car,m1489_rm.obj,56.32067108154297,2.9194233417510986
Car,m1495_rm.obj,28.889345169067383,-16.1529598236084
Car,m1497_rm.obj,28.932836532592773,-22.2282772064209
Car,m1496_rm.obj,29.068864822387695,-18.3977108001709
Car,m1498_rm.obj,25.487060546875,-6.6622700691223145
Car,m1499_rm.obj,19.849050521850586,-5.133582592010498
Car,m1500_rm.obj,45.516136169433594,-7.8552117347717285
Car,m1502_rm.obj,7.905966281890869,-11.20495319366455
Car,m1503_rm.obj,-115.9289321899414,-37.91077423095703
Car,m1504_rm.obj,-44.23881530761719,-26.029890060424805
Car,m1505_rm.obj,-43.47993087768555,-26.917421340942383
Car,m1506_rm.obj,39.33987808227539,-31.886228561401367
Car,m1508_rm.obj,-26.0612850189209,-42.0153923034668
Car,m1507_rm.obj,-25.994672775268555,-41.408599853515625
Car,m1509_rm.obj,11.301579475402832,-12.862701416015625
Car,m1510_rm.obj,8.67652702331543,-10.300836563110352
Car,m1511_rm.obj,8.642749786376953,-11.747652053833008
Car,m1512_rm.obj,-42.288326263427734,-21.87303924560547
Car,m1513_rm.obj,-67.82719421386719,0.012693388387560844
Car,m1515_rm.obj,9.695034980773926,-12.308244705200195
Car,m1514_rm.obj,6.646176338195801,-9.519558906555176
Car,m1517_rm.obj,33.61387634277344,-2.791355609893799
Car,m1516_rm.obj,31.741361618041992,-2.8908989429473877
Car,m1518_rm.obj,30.759552001953125,-3.6883504390716553
Car,m1519_rm.obj,30.33041000366211,-5.433328151702881
Car,m1522_rm.obj,35.69842529296875,-4.348064422607422
Car,m1521_rm.obj,39.59482955932617,-6.978825569152832
Car,m1523_rm.obj,32.42240905761719,-4.026346683502197
Car,m1524_rm.obj,39.637298583984375,-2.1029038429260254
Car,m1525_rm.obj,47.073997497558594,-3.428528308868408
Car,m1526_rm.obj,40.26377868652344,-6.160530090332031
Car,m1527_rm.obj,26.262897491455078,1.1290935277938843
Car,m1528_rm.obj,27.55962371826172,-5.01373291015625
Car,m1529_rm.obj,40.88686752319336,-2.1644973754882812
Car,m1530_rm.obj,29.343387603759766,-4.952559947967529
Car,m1531_rm.obj,35.48900604248047,-7.32106876373291
Car,m1533_rm.obj,34.18074417114258,-7.416999816894531
Car,m1532_rm.obj,55.03697204589844,1.857671856880188
Car,m1535_rm.obj,8.171759605407715,3.8825364112854004
Car,m1536_rm.obj,40.22771072387695,-4.345172882080078
Car,m1538_rm.obj,32.89323043823242,-4.585417747497559
Car,m1539_rm.obj,38.87132263183594,-14.664154052734375
Car,m1540_rm.obj,39.44485855102539,-13.785259246826172
Car,m1543_rm.obj,37.006492614746094,-4.9318132400512695
Car,m1542_rm.obj,47.91759490966797,-4.754645824432373
Car,m1544_rm.obj,0.126194566488266,-3.2903082370758057
Car,m1546_rm.obj,43.30842590332031,-12.224160194396973
Car,m1547_rm.obj,69.78829193115234,-7.707054138183594
Car,m1545_rm.obj,11.379121780395508,4.346987724304199
Car,m1548_rm.obj,11.220633506774902,4.308694362640381
Car,m1551_rm.obj,30.451997756958008,-15.358400344848633
Car,m1550_rm.obj,36.047462463378906,-3.0196094512939453
Car,m1552_rm.obj,34.274017333984375,-1.949592113494873
Car,m1553_rm.obj,41.8026237487793,-4.948866844177246
Car,m1557_rm.obj,48.59585189819336,-2.8854377269744873
Car,m1555_rm.obj,12.967777252197266,5.855003833770752
Car,m1558_rm.obj,25.0145320892334,-30.829059600830078
Car,m1559_rm.obj,20.531099319458008,-4.370759963989258
Car,m1560_rm.obj,90.144775390625,-0.5101682543754578
Car,m1561_rm.obj,45.02958297729492,27.167306900024414
Car,m1562_rm.obj,107.22059631347656,5.431825637817383
Cellphone,D00018_rm.obj,-5.230684280395508,-2.0727145671844482
Car,m1563_rm.obj,89.09575653076172,-4.755040645599365
Cellphone,D00032_rm.obj,40.51791763305664,-19.275476455688477
Cellphone,D00079_rm.obj,32.69935607910156,-7.632419586181641
Cellphone,D00192_rm.obj,39.758975982666016,-20.09815788269043
Cellphone,D00152_rm.obj,31.355804443359375,-10.541571617126465
Cellphone,D00312_rm.obj,-98.8795394897461,20.040771484375
Cellphone,D00248_rm.obj,-14.047054290771484,13.947580337524414
Cellphone,D00327_rm.obj,31.8153018951416,-9.314643859863281
Cellphone,D00369_rm.obj,-23.181123733520508,-20.337627410888672
Cellphone,D00440_rm.obj,-41.19463348388672,-18.421049118041992
Cellphone,D00527_rm.obj,-144.0205535888672,-17.337326049804688
Cellphone,D00362_rm.obj,46.56748962402344,-21.26355743408203
Cellphone,D00559_rm.obj,-24.569717407226562,-22.761489868164062
Cellphone,D00554_rm.obj,45.560630798339844,-19.339685440063477
Cellphone,D00542_rm.obj,-15.65214729309082,-3.559485912322998
Cellphone,D00817_rm.obj,45.71098327636719,-20.350391387939453
Cellphone,D00979_rm.obj,-24.502601623535156,-23.00055503845215
Cellphone,D00848_rm.obj,-24.586896896362305,-21.721424102783203
Chess,D01017_rm.obj,94.9970703125,-20.6973819732666
Chess,D01019_rm.obj,35.53083419799805,-33.9980354309082
Cellphone,D00997_rm.obj,-7.28844690322876,-3.4086287021636963
